code,name,unit,frequency,first_value,last_value,source
5718,PBSR (%GDP) - Flows accumulated in 12 months - Nominal result - Total - Federal Government,%,M,1999-12-01,2023-01-01 00:00:00,BCB-DSTAT
5721,PBSR (%GDP) - Flows accumulated in 12 months - Nominal result - Total - State governments,%,M,1998-12-01,2023-01-01 00:00:00,BCB-DSTAT
5722,PBSR (%GDP) - Flows accumulated in 12 months - Nominal result - Total - Municipal governments,%,M,1998-12-01,2023-01-01 00:00:00,BCB-DSTAT
5727,PBSR (%GDP) - Flows accumulated in 12 months - Nominal result - Total - Consolidated public sector,%,M,2002-11-01,2023-01-01 00:00:00,BCB-DSTAT
5793,PBSR (%GDP) - Flows accumulated in 12 months - Primary result - Total - Consolidated public sector,%,M,2002-11-01,2023-01-01 00:00:00,BCB-DSTAT
7326,GDP - real percentage change in the year,Annual % var.,A,1962-12-31,2022-12-31 00:00:00,IBGE
11752,Real effective exchange rate index (IPCA) - Jun/1994=101,Index,M,1988-01-31,2022-12-01 00:00:00,BCB-DSTAT
13421,Referential rate (TR) to preset mortgages,% p.y.,M,2006-09-01,2022-01-01 00:00:00,BCB-Demab
13762,Gross general government debt (% GDP) - Method used since 2008,%,M,2006-12-01,2023-01-01 00:00:00,BCB-DSTAT
20105,Building materials,Index,M,2003-01-01,2022-12-01 00:00:00,IBGE
20690,Earmarked new operations - Non-financial corporations - Real estate financing - Market rates,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20691,Earmarked new operations - Non-financial corporations - Real estate financing - Earmarked rates,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20692,Earmarked new operations - Non-financial corporations - Real estate financing - Total,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20702,Earmarked new operations - Households - Real estate financing - Market rates,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20703,Earmarked new operations - Households - Real estate financing - Earmarked rates,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20704,Earmarked new operations - Households - Real estate financing - Total,R$ (million),M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20756,Average interest rate of earmarked new credit operations - Total,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20757,Average interest rate of earmarked new credit operations - Non-financial corporations - Total,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20761,Average interest rate of earmarked new credit operations - Non-financial corporations - Real estate financing - Market rates,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20762,Average interest rate of earmarked new credit operations - Non-financial corporations - Real estate financing - Earmarked rates,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20763,Average interest rate of earmarked new credit operations - Non-financial corporations - Real estate financing - Total,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20768,Average interest rate of earmarked new credit operations - Households - Total,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20772,Average interest rate of earmarked new credit operations - Households - Real estate financing - Market rates,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20773,Average interest rate of earmarked new credit operations - Households - Real estate financing - Earmarked rates,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20774,Average interest rate of earmarked new credit operations - Households - Real estate financing - Total,% p.y.,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20900,Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Market rates,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20901,Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Earmarked rates,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20902,Average term to maturity of earmarked new credit operations - Non-financial corporations - Real estate financing - Total,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20912,Average term to maturity of earmarked new credit operations - Households - Real estate financing - Market rates,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20913,Average term to maturity of earmarked new credit operations - Households - Real estate financing - Earmarked rates,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
20914,Average term to maturity of earmarked new credit operations - Households - Real estate financing - Total,Months,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21053,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21054,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Non-financial corporations - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21058,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Non-financial corporations - Real estate financing - Market rates,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21059,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Non-financial corporations - Real estate financing - Earmarked rates,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21060,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Non-financial corporations - Real estate financing - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21066,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Households - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21070,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Households - Real estate financing - Market rates,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21071,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Households - Real estate financing - Earmarked rates,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21072,Percent of arrears from 15 to 90 days of earmarked credit operations outstanding - Households - Real estate financing - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21082,Percent of 90 days past due loans of credit operations outstanding - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21083,Percent of 90 days past due loans of credit operations outstanding - Non-financial corporations - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21084,Percent of 90 days past due loans of credit operations outstanding - Households - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21132,Percent of 90 days past due loans of earmarked credit operations outstanding - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21133,Percent of 90 days past due loans of earmarked credit operations outstanding - Non-financial corporations - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21139,Percent of 90 days past due loans of earmarked credit operations outstanding - Non-financial corporations - Real estate financing - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21145,Percent of 90 days past due loans of earmarked credit operations outstanding - Households - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21151,Percent of 90 days past due loans of earmarked credit operations outstanding - Households - Real estate financing - Total,%,M,2011-03-01,2023-01-01 00:00:00,BCB-DSTAT
21340,Residential Real Estate Collateral Value Index,Index,M,2001-03-01,2023-01-01 00:00:00,BCB-Desig
21637,PMS  Nominal revenue from services  Total  Brazil,Index,M,2011-01-01,2022-12-01 00:00:00,IBGE
22105,Quarterly GDP - seasonally adjusted data - Crop and livestock (total),Index,Q,1995-01-01,4º Quar. 2022,IBGE
22106,Quarterly GDP - seasonally adjusted data - Industry (total),Index,Q,1995-01-01,4º Quar. 2022,IBGE
22107,Quarterly GDP - seasonally adjusted data - Services (total),Index,Q,1995-01-01,4º Quar. 2022,IBGE
22108,Quarterly GDP - seasonally adjusted data - Value added at basic prices,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22109,Quarterly GDP - seasonally adjusted data - GDP at market prices,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22110,Quarterly GDP - seasonally adjusted data - Private consumption,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22111,Quarterly GDP - seasonally adjusted data - Government consumption,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22113,Quarterly GDP - seasonally adjusted data - Investiment,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22114,Quarterly GDP - seasonally adjusted data - Exports,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22115,Quarterly GDP - seasonally adjusted data - Imports,Index,Q,1995-01-01,4º Quar. 2022,IBGE
22704,Balance on goods and services - monthly - net,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
22705,Balance on goods and services - monthly - credit,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
22706,Balance on goods and services - monthly - debit,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
22707,Balance on goods - Balance of Payments - monthly - net,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
22708,Exports - Balance of Payments - monthly,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
22709,Imports - Balance of Payments - monthly,US$ (million),M,1995-01-01,2023-01-01 00:00:00,BCB-DSTAT
23461,Current account - annual - net,US$ (million),A,1995-01-01,2022-12-31 00:00:00,BCB-DSTAT
23982,PMS  Volume Index from services  Total  Brazil,Index,M,2011-01-01,2022-12-01 00:00:00,IBGE
24364,Central Bank Economic Activity Index (IBC-Br) - seasonally adjusted,Index,M,2003-01-01,2022-12-01 00:00:00,BCB-Depec
24369,Unemployment rate - PNADC,%,M,2012-03-01,2023-01-01 00:00:00,IBGE
24382,Real habitually average earnings of employed people - Continuous PNAD,R$,M,2012-03-01,2023-01-01 00:00:00,IBGE
25351,Average cost of outstanding loans - ICC - Total,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
25357,Average cost of outstanding loans - ICC - Earmarked - Total,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
25358,Average cost of outstanding loans - ICC - Earmarked - Non-financial corporations - Total,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
25359,Average cost of outstanding loans - ICC - Earmarked - Individuals - Total,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
27713,Average cost of outstanding loans - Earmarked - Households - Real estate financing - Market rates,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
27714,Average cost of outstanding loans - Earmarked - Households - Real estate financing - Earmarked rates,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
27715,Average cost of outstanding loans - Earmarked - Households - Real estate financing - Total,% p.y.,M,2013-01-01,2023-01-01 00:00:00,BCB-DSTAT
27841,Money supply - M1 (end-of-period balance) - New - seasonally adjusted,c.m.u. (thousand),M,2001-12-03,2023-01-01 00:00:00,BCB-DSTAT
28473,Sales volume index in the retail sector - Total - Brazil - Seasonally Adjusted,Index,M,2000-01-31,2022-12-01 00:00:00,IBGE
28478,Sales volume index in the retail sector - Furniture and white goods - Brazil - Seasonally Adjusted,Index,M,2000-01-31,2022-12-01 00:00:00,IBGE
28479,"Sales volume index in the retail sector - Vehicles and motorcycles, spare parts - Brazil - Seasonally Adjusted",Index,M,2000-01-31,2022-12-01 00:00:00,IBGE
28484,Building materials - Seasonally Adjusted,Index,M,2003-01-01,2022-12-01 00:00:00,IBGE
28503,General (2012=100) Seasoally Adjusted,Index,M,2002-01-01,2022-12-01 00:00:00,IBGE
28509,Physical Production - Durable goods - Seasonally Adjusted,Index,M,2002-01-01,2022-12-01 00:00:00,IBGE
28511,Physical Production - Production of construction inputs - Seasonally Adjusted,Index,M,2012-01-01,2022-12-01 00:00:00,IBGE
28545,Real habitually overall earnings,R$ (million),M,2012-03-01,2023-01-01 00:00:00,IBGE
28763,Registered employess by economic activity - Total,Units,M,1992-01-01,2023-01-01 00:00:00,ME
28770,Registered employess by economic activity  Construction,Units,M,1992-01-01,2023-01-01 00:00:00,ME
29033,Household debt service ratio - Interest - Seasonally adjusted data (Households gross disposable national income),%,M,2005-03-01,2022-11-01 00:00:00,BCB-DSTAT
29034,Household debt service ratio - Seasonally adjusted data (Households gross disposable national income),%,M,2005-03-01,2022-11-01 00:00:00,BCB-DSTAT
29035,Household debt service ratio without mortgage loans - Seasonally adjusted data (Households gross disposable national income),%,M,2005-03-01,2022-11-01 00:00:00,BCB-DSTAT
29036,Household debt service ratio - Principal - Seasonally adjusted data (Households gross disposable national income),%,M,2005-03-01,2022-11-01 00:00:00,BCB-DSTAT
29037,Household debt to income (Households gross disposable national income),%,M,2005-01-01,2022-11-01 00:00:00,BCB-DSTAT
29038,Household debt without mortgage loans (Households gross disposable national income),%,M,2005-01-01,2022-11-01 00:00:00,BCB-DSTAT
